,Ids,Employer,Name,Salary,From,To,Experience,Schedule,Keys,Description
1026,87593132,Cloud,Senior Golang Developer (software-defined storage),False,,,От 3 до 6 лет,Полный день,"['git', 'linux', 'tcp/ip', 'c++', 'golang']",архитектура golang protobuf prometheus grafana golang go linux c++ github мотивация
1027,88932508,Стилсофт,Программист ПЛИС (в офисе г.Москва),False,,,От 1 года до 3 лет,Полный день,"['vhdl', 'fpga', 'matlab']",свч плис управление ответственность verilog vhdl моделирование плис архитектура verilog vhdl matlab verilog vhdl fpga soc xilinx git embedded linux c c++ python
1028,88991136,ВижнЛабс,Старший разработчик Python,False,,,От 3 до 6 лет,Полный день,,r python api архитектура api тестирование автоматизация python aiohttp django docker c++
1029,88063768,Krista,Unreal Engine AI Developer,False,,,От 3 до 6 лет,Удаленная работа,"['c++', 'ai']",ai
1030,88173838,Bright,ML engineer (speech recognition),False,,,Более 6 лет,Удаленная работа,"['python', 'c++', 'c', 'pytorch', 'linux', 'bash', 'docker', 'git']",ml python c++ go linux git bash docker english analysis algorithms analysis ml pytorch pytest ffmpeg research combine pipeline development
1031,88233527,SCHNEIDER,Senior Python Engineer (relocation to Yerevan),False,,,Более 6 лет,Полный день,['python'],senior python development research analysis ai research devops algorithms numpy scipy aws development c c++ js bash ci git jenkins jira english python research javascript html5 css3 analysis development development
1032,69959824,СБЕР,Senior Golang-разработчик в Цифровые поверхности Салют (SmartHome/IoT),True,250000.0,450000.0,От 3 до 6 лет,Полный день,"['go', 'grpc', 'http/rest']",senior golang go api go http rest grpc субд nosql solid c c++ ci cd iot страхование
1033,87200326,YADRO,Senior Performance Simulator SW Developer,False,,,От 3 до 6 лет,Удаленная работа,"['c/c++', 'linux']",архитектура трассировка c++ linux архитектура документация
1034,87628215,Первый,Senior developer Java (Android) + Python,True,,435000.0,От 3 до 6 лет,Полный день,"['java', 'python', 'android']",erp автоматизация 1с scrum автоматизация 1с 1с android java scada автоматизация python python gitlab ci python sonarqube java android linux windows gitlab jenkins github sqlite clickhouse postgres rabbitmq java python android http postgresql c++ администрирование linux aws 1с
1035,88383585,Концерн,Инженер-программист микроконтроллеров / Embedded Software Developer,False,,,От 1 года до 3 лет,Полный день,"['git', 'linux', 'arm', 'stm32', 'ооп', 'cortex-m', 'с/с++', 'keil', 'iar', 'embedded']",микроконтроллер stm32 windows документация c микроконтроллер arm stm32 keil qt iar git request документация ответственность c++ c# arm gcc ос linux
1036,88062048,Филиал,Senior C++ Developer,False,,,Более 6 лет,Гибкий график,"['linux', 'c++']",developers c++17 linux centos cmake gcc kernel solid algorithms c++ development c drivers linux linux
1037,88766345,Spice,Senior Golang разработчик (Python/C++/Java),False,,,Более 6 лет,Полный день,,go python c++ java go
1038,82450317,НТЦ,Архитектор ПО,False,,,От 3 до 6 лет,Полный день,"['axapta', 'ssrs', 'redmine', 'ооп', 'sql', 'transact-sql', 'c#', 'java', '.net', 'git', 'svn']",управление управление планирование администрирование devops ssrs iis управление архитектура axapta sql ssrs iis olap ооп sql sql архитектура axapta c# java c++ svn git redmine ответственность коммуникабельность
1039,84539617,БАЙКАЛ,Инженер-верификатор,False,,,От 1 года до 3 лет,Полный день,"['c/c++', 'verilog', 'systemc', 'systemverilog', 'ovm', 'uvm', 'tlm']",тестирование архитектура с++ тестирование ovm uvm tlm systemc systemverilog perl python bash redmine страхование
1040,87888299,Лаборатория,Research Developer (Performance Analysis - Linux),False,,,От 3 до 6 лет,Полный день,"['linux', 'c/c++', 'c++', 'алгоритмы', 'research']",research архитектура алгоритм ос linux kernel с++ linux
1041,88227599,Яндекс,ML-разработчик в группу качества геопоиска,False,,,От 3 до 6 лет,Полный день,,нейросеть ml архитектура алгоритм с++ python алгоритм
1042,88078702,НПО,Инженер-разработчик ПЛИС,True,87000.0,130500.0,От 3 до 6 лет,Полный день,"['stl', 'c/c++', 'http', 'плис']",тестирование c++ ооп posix stl json linux git svn документация
1043,83777724,ФинГрад,Разработчик C#,False,,,От 3 до 6 лет,Полный день,"['c#', 'ооп', 'c++', 'git', 'jenkins']",управление многопоточность алгоритм с# middle senior backend c# с++ sql с# алгоритм многопоточность sql c++ ui ux
1044,88204224,Фирма,Разработчик C++ Qt,False,,,От 3 до 6 лет,Гибкий график,"['qt', 'c/c++']",qt коммуникация ос linux confluence jira api backend qt c git jira confluence sip c c++ linux
1045,75853435,Аэроприбор,Ведущий системный инженер-программист,True,150000.0,,От 1 года до 3 лет,Полный день,"['c++', 'gcc', 'git']",soc плис плис soc тестирование документация c++ drivers rtos soc soc linux gcc архитектура с++ python perl shell git плис xilinx документация
1046,81480378,Lesta,Programmer C++ (Royal quest),False,,,От 3 до 6 лет,Полный день,,3d автоматизация api c с++ алгоритм git mysql документация c#
1047,86794029,Яндекс,C++ Developer в команду рекламной платформы Маркета,False,,,От 3 до 6 лет,Полный день,,маркетплейс ml алгоритм python алгоритм с++ stl ml
1048,88133751,Ventra,Senior EDA Software Engineer,False,,,Более 6 лет,Полный день,"['c++', 'eda']",senior development rtl verilog development verilog systemverilog vhdl systemc development c++ systemverilog verilog vhdl systemc
1049,82957778,1С,C++ программист network gaming,False,,,От 3 до 6 лет,Полный день,,с++ stl ооп api
1050,87517468,1С,Системный Программист / Архитектор С++,False,,,От 3 до 6 лет,Удаленная работа,['c++'],1с с++ 1с с++ с++ linux ооп алгоритм управление 1с архитектура agile kanban agile с++
1051,87856174,Точных,Разработчик ПЛИС/FPGA,True,100000.0,,От 3 до 6 лет,Полный день,,документация алгоритм vhdl алгоритм плис verilog vhdl c c++ плис микроконтроллер
1052,80359829,Российские,Технический писатель отдела создания НС КИС автоматических и пилотируемых КА,True,43500.0,78300.0,От 1 года до 3 лет,Полный день,"['c/c++', 'гост', 'еспд', 'грамотность']",документация гост документация документация тз документация еспд гост гост документация документация ответственность страхование
1053,85931552,Лаборатория,"Developer C (Component Development Group, Storage Team)",False,,,От 3 до 6 лет,Полный день,"['linux', 'c/c++', 'unix']",linux development ос виртуализация gcc posix коммуникация управление алгоритм тестирование unix linux ci cd posix linux drivers ос архитектура ос ос управление планирование assembler архитектура arm
1054,87610265,БФТ,Старший разработчик Golang,False,,,От 3 до 6 лет,Удаленная работа,"['golang', 'go', 'sql', 'postgresql', 'kafka', 'http', 'grpc']",архитектура backend golang sql git postgresql ci cd golang api docker с++ clickhouse kafka страхование
1055,87820055,IBS,Software Engineer in Test (SDET),False,,,От 3 до 6 лет,Полный день,"['java', 'python', 'c++', 'jenkins']",тестирование ос api тестирование автоматизация тестирование python java c++ ci jenkins
1056,88307498,Гипротрубопровод,Техник-программист Отдела выпуска и архивов документации,False,,,От 1 года до 3 лет,Полный день,"['sql', 'java', 'linux', 'html']",с++ java html css php sql excel страхование страхование
1057,70024320,Аэроприбор,Ведущий инженер-программист,False,,,От 1 года до 3 лет,Полный день,"['c++', 'микроконтроллеры', 'stm32']",микроконтроллер ос windows документация еспд с++ микроконтроллер stm32 stm32 гост гост ос windows
1058,87649614,Московская,Senior С++ Developer,False,,,От 3 до 6 лет,Полный день,"['c++', 'linux', 'windows', 'api']",управление c++ планирование архитектура c c++ stl алгоритм linux грамотность
1059,87995309,Инженерный,Senior Backend разработчик PHP Symfony,True,,350000.0,Более 6 лет,Полный день,"['postgresql', 'php', 'docker', 'linux', 'sql', 'symfony', 'ci/cd']",автоматизация php symfony vuejs java nodejs с++ postgres docker gitlab ci cd архитектура php symfony rest api postgres docker devops apache kafka keycloak docker kubernetes
1060,86658981,Центр,Инженер-программист микроконтроллеров,False,,,От 3 до 6 лет,Полный день,,строительство c c++ управление электроника микроконтроллер keil iar rs485 моделирование matlab vhdl плис xilinx
1061,88390491,Телеканал,PHP разработчик / Backend Developer,False,,,От 3 до 6 лет,Полный день,"['php', 'ооп', 'postgresql', 'mongodb', 'laravel', 'elasticsearch', 'oracle', 'c++', 'high-load']",backend документация документация php mongodb laravel lumen elasticsearch clickhouse oracle gitlab ооп solid mvc ddd laravel devops
1062,86430484,Концерн,Ведущий программист C++ Qt (десктопные приложения),False,,,От 3 до 6 лет,Полный день,"['qt', 'ооп', 'stl', 'c++']",с++ qt гис архитектура с++ qt c++ stl qt json xml linux гис 3d opengl гис
1063,82144822,Playrix,Middle C++ Developer (Gameplay),False,,,От 1 года до 3 лет,Полный день,['c++'],с++ ui c++ c++17 boost python opengl es с++ unity ios android python
1064,88103433,Искра,Ведущий инженер-программист АСУ ТП,False,,,От 3 до 6 лет,Полный день,"['scada', 'с/vb']",энергетика управление асу scada wincc wincc tia плк step7 tia плк step7 step7 tia wincc wincc tia wincc scada intouch плк unity с++ modbus sql гост автоматизация тестирование plc hmi scada асу асу документация страхование
1065,86838279,НПЦ,Инженер верификатор,False,,,От 1 года до 3 лет,Удаленная работа,"['ооп', 'uvm', 'c++', 'c/c++']",верификатор автоматизация автоматизация c c++ ооп uvm радиоэлектроника
1066,85052354,Передовые,Разработчик C++ (Senior),False,,,От 3 до 6 лет,Удаленная работа,"['c/c++', 'c++', 'sql', 'oracle', 'git']",c++ процессинг scrum scrum планирование c с++ stl git sql архитектура oracle sql многопоточность
1068,86626337,VK,C/C++ разработчик (команда инфраструктуры CDN ВКонтакте),False,,,От 3 до 6 лет,Полный день,['c/c++'],api руководитель linux http http
1069,86418226,НПЦ,Релиз-инженер (Build/Release engineer),False,,,От 1 года до 3 лет,Полный день,,linux arm jenkins тестирование автоматизация ci cd arm тестирование c c++ python go debian ubuntu buildroot yocto тестирование автоматизация linux kubernetes openshift docker автоматизация ci cd gitlab ci cd ansible jenkins git jenkins pipeline радиоэлектроника страхование
1071,87298295,ТЕКОН,Программист С++ (Linux),False,,,От 3 до 6 лет,Полный день,,автоматизация с++ с++ git ci cd gitlab jenkins управление jira confluence
1156,88894887,WSS,Junior C#/.NET6 разработчик,True,60000.0,,Нет опыта,Полный день,"['postgresql', 'c#', 'vue.js', 'git', 'ооп', 'linux', 'asp.net', 'rest', 'docker', 'ddd']",сэд c# web c# mvc rest api api swagger sql postgresql ооп solid git docker linux vue js npm keycloak elk postman ddd dry ci cd руководитель
1157,88173103,АРМО,Junior (+) разработчик С#,True,110000.0,110000.0,От 1 года до 3 лет,Полный день,"['c#', 'ооп']",тестирование c# c# ооп документация страхование
1158,88922699,Технокад,Младший web-разработчик (fullstack),False,,,Нет опыта,Удаленная работа,,автоматизация web fullstack с# mvc javascript jquery sql sql управление tfs git orm bootstrap xsd
1159,76709182,Mindbox,"C# developer junior / middle (.net, full-stack / back-end)",True,100000.0,250000.0,От 1 года до 3 лет,Полный день,"['c#', 'typescript', 'redis', 'kafka', 'rabbitmq', 'cassandra']",автоматизация b2b saas senior k8s agile ci cd тестирование https c# sql архитектура sql kafka rabbitmq prometheus cassandra kubernetes clickhouse https
1160,85415302,Акелон,Разработчик C# (Junior),False,,,От 1 года до 3 лет,Удаленная работа,"['c#', 'sql']",rx автоматизация c# с# sql sql ооп solid c# windows ответственность руководитель самостоятельность руководитель
1161,89016097,Hammer,.Net C# Разработчик / .Net Developer,True,,90000.0,От 1 года до 3 лет,Удаленная работа,"['c#', '.net']",com c# c# ооп c# sql git
1162,88744877,Softintermob,Unity Developer,False,,,От 1 года до 3 лет,Удаленная работа,,ios управление архитектура unity c# ооп ui 3d
1163,88330009,ГК,Junior разработчик C#,False,,,От 1 года до 3 лет,Полный день,"['с#', 'ui', 'wpf']",c# алгоритм ui с#
1164,88841688,MP,Разработчик C#,True,140000.0,160000.0,От 1 года до 3 лет,Удаленная работа,"['c#', 'cockroachdb', 'starrocks', 'clickhouse', 'redpanda', 'redis', 'keydb', 'kubernetes', 'docker', 'grafana']",автоматизация маркетплейс автоматизация маркетплейс redis ооп rest api git github cockroachdb starrocks clickhouse redpanda redis keydb kubernetes docker grafana
1165,88571342,Emehanika,Junior Unity3D developer,False,,,Нет опыта,Удаленная работа,"['unity', 'c#', 'gamedev']",ios unity unity3d 3d unity3d unity c# ios самостоятельность
1166,88447517,СиАрЭм,"Младший консультант-разработчик (C#, SQL, Microsoft Dynamics 365 CRM)",True,45240.0,65250.0,Нет опыта,Полный день,"['sql', 'c#']",crm crm c# sql javascript crm c# sql javascript crm администрирование c# sql javascript xml json ssrs нотация uml bpmn
1167,88355130,Pedant,Backend программист C# .NET (удаленно),True,,190000.0,От 3 до 6 лет,Удаленная работа,['с#'],backend api backend frontend c# rabbitmq orm postgresql ci cd gitlab docker redis webapi rest api websockets signalr sql api rabbitmq linux debian ubuntu ос linux ооп архитектура ответственность
1168,88700759,Kometa,Unity Developer (GameDev),False,,,От 1 года до 3 лет,Полный день,,ios android c# c# unity unity orleans redis clickhouse ci cd unity bitbucket unity
1169,88592746,МТС,"Разработчик PHP (middle, senior)",False,,,Более 6 лет,Полный день,"['php', 'symfony', 'sql', 'rest', 'http', 'mysql', 'rabbitmq', 'redis', 'elasticsearch', 'kafka']",iot ai agile php mysql rabbitmq redis elasticsearch kafka symfony api golang микросервис php c# golang c# golang архитектура тестирование php symfony микросервис архитектура sql ооп rest http devops архитектура страхование
1170,88601527,ДентаВита,"Помощник программиста C#, Delphi, SQL",True,50000.0,60000.0,Нет опыта,Полный день,,c# delphi ответственность delphi ооп sql delphi sql delphi субд sql архитектура git
1171,88707465,Голдовский,Unity/C# developer (Junior+ / Middle),True,80000.0,120000.0,От 3 до 6 лет,Удаленная работа,"['c#', 'unity', 'unity3d']",unity ui c# ооп rest mvc самостоятельность ui
1172,89043832,PRO,Помощник программиста,False,,,От 1 года до 3 лет,Полный день,,автоматизация с# javascript обучаемость руководитель
1173,88894194,WSS,Middle C#/.NET6 разработчик,True,150000.0,,От 1 года до 3 лет,Удаленная работа,"['postgresql', 'c#', 'vue.js', 'git', 'ооп', 'linux', 'asp.net', 'rest', 'docker', 'ddd']",сэд c# middle web c# mvc rest api api swagger sql postgresql ооп solid git docker ddd dry ci cd linux vue js npm keycloak elk postman руководитель
1174,88534915,МТС,Middle mobile developer (Flutter/Dart),False,,,От 1 года до 3 лет,Полный день,"['flutter', 'dart', 'c#', 'java', 'kotlin', 'swift', 'objective-c', 'javascript', 'typescript', 'android', 'ios', 'swagger', 't-sql', 'agile', 'scrum', 'git', 'k8s']",iot ai agile мотивация android flutter dart dart c# java kotlin swift c javascript typescript flutter dart архитектура web web sql swagger sql sql agile scrum git jira confluence k8s devops архитектура страхование
1175,88855659,WE,Программист,False,,,От 1 года до 3 лет,Полный день,"['c#', 'wpf', 'api']",c# wpf моделирование api c# wpf api mvvm solid
1176,88769223,Клеверенс,Начинающий инженер - программист (офис),True,35000.0,45000.0,Нет опыта,Полный день,"['веб-программирование', 'штрихкодирование', 'c#']",автоматизация руководитель c# android автоматизация тз тз автоматизация ux ui тестирование c# java 1с
1177,77298446,Никс,Программист C# + SQL,True,275000.0,375000.0,Нет опыта,Полный день,,c# sql c# sql субд git ci cd docker kubernetes crm erp алгоритм
1178,80786703,Диплей,.NET разработчик,False,,,От 1 года до 3 лет,Удаленная работа,"['c#', 'git', 'ооп']",c# микросервис grpc ооп docker kubernetes руководитель
1179,87834108,АРМО,Разработчик C#,True,150000.0,150000.0,От 1 года до 3 лет,Полный день,"['с#', 'git']",api планирование документация c# git jira python
1180,89000576,Организация,Программист C#,False,,,От 1 года до 3 лет,Полный день,,документация c# ооп документация c# qt linux
1181,88059953,АМТЕХ,Junior .NET developer,False,,,От 1 года до 3 лет,Полный день,"['asp.net', 'rabbitmq', 'postgresql']",управление микросервис c# vue js postgresql rabbitmq bitbucket git jira confluence teamcity
1182,88398169,Right,Ведущий разработчик C#,False,,,От 3 до 6 лет,Полный день,"['git', 'sqlite', 'gitlab', 'rabbitmq']",c c# git gitlab sql sqlite rabbitmq solid linux
1183,87774496,Дэвикон,Full-Stack junior разработчик,True,75000.0,130000.0,Нет опыта,Полный день,"['postgresql', 'c#', 'html', 'vue.js']",джуниор frontend backend c# sql postgresql js vue js html scss управление git api тестирование iis nginx
1184,88888028,Kept,"Backend C#, .NET Разработчик, Группа разработки приложений",False,,,От 1 года до 3 лет,Полный день,"['c#', 'asp.net', 'sql']",backend web автоматизация c# sql документация mssql postgresql c# web api sql angular redis c# docker linux
1185,88951162,TerraLink,Backend разработчик,False,,,От 1 года до 3 лет,Полный день,"['git', 'c#', 'sql']",web c# sql mssql postgresql git gitlab http kafka
1186,88241389,ДжамильКо,Android разработчик (удаленно),False,,,От 1 года до 3 лет,Удаленная работа,,maui c#
1187,88892110,Фармстандарт,Frontend разработчик,False,,,От 3 до 6 лет,Полный день,"['js', 'javascript', 'react', 'http', 'ооп']",react c# коммуникация javascript ооп react http https api html css c# страхование
1188,88801002,Верный,"Backend разработчик C#, .NET (Middle+/Senior)",True,220000.0,290000.0,От 3 до 6 лет,Удаленная работа,"['c#', 'postgres', 'http', 'asp.net']",автоматизация c# senior ai c# sql sql postgres mysql rabbitmq git ai selenium http api websockets sql postgres webview android elasticsearch mvc docker
1189,89045952,Primo,Разработчик C#,True,,400000.0,От 3 до 6 лет,Удаленная работа,"['c#', 'wpf', 'wcf', '.net', 'avalonia']",c# c senior c# api sql wcf wpf avalonia rpa ui ui wpf avalonia kafka wcf docker
1190,88837621,Почтатех,Frontend-разработчик (middle) ЕАС,False,,,От 1 года до 3 лет,Полный день,,архитектура api тестирование документация отчётность react c# страхование java frontend ios android devops qa agile python architecture
1191,88631258,DCloud,.NET разработчик (удаленно),True,174000.0,304500.0,От 3 до 6 лет,Удаленная работа,['c#'],архитектура senior ux ui архитектура c# middle postgresql ооп solid mvc rest архитектура postgresql react typescript redux iis kubernetes kafka kibana docker jenkins devops
1192,88183907,МТС,Разработчик TypeScript,False,,,От 1 года до 3 лет,Полный день,,typescript управление автоматизация автоматизация моделирование rest soap моделирование typescript typescript sdk html нотация uml bpmn с# sql devops архитектура страхование
1193,82742808,ТОП,Fullstack Developer,False,,,От 1 года до 3 лет,Полный день,"['javascript', 'c#']",с# javascript typescript html css mssql c# sql nosql
1194,88167981,Каспел,Backend разработчик,False,,,От 1 года до 3 лет,Удаленная работа,,архитектура с# rest api mssql solid dry ооп git camunda crm erp html css js
1195,88799641,Тионит,Помощник CTO/Junior full-stack developer (.NET/C#),False,,,От 1 года до 3 лет,Гибкий график,"['wpf', '.net', 'blazor', 'tfs', 'signalr', 'spectflow', 'ci/сd', 'rider', 'xamarin', 'maui', 'dapr', 'c#', 'ml.net.', 'orleans']",обучаемость c# sql html5 css документация blazor rider solid orleans signalr wpf spa xamarin maui ml ci cd микросервис dapr docker kubernetes agile
1196,88695790,Тайга,Backend Developer (C#),False,,,От 1 года до 3 лет,Полный день,,планирование планирование руководитель тестирование планирование документация c# backend postgresql mssql signalr rabbitmq kafka архитектура clickhouse ci cd docker коммуникация git
1197,88558411,Ваш,Backend/Fullstack developer .NET (Middle+/Senior),False,,,От 3 до 6 лет,Гибкий график,"['c#', 'docker', 'elasticsearch', 'azure']",backend fullstack senior руководитель маркетплейс управление маркетплейс автоматизация управление backend frontend c# grpc telegram
1198,88877449,МТС,Разработчик RPA,False,,,От 1 года до 3 лет,Полный день,,rpa тз тестирование rpa rpa rpa rpa uipath c# javascript python python oracle postgresql rabbitmq apache kafka api jira confluence git docker bi
1199,88789471,Нектар,Разработчик Unity (Middle),True,100000.0,150000.0,От 3 до 6 лет,Удаленная работа,,unity c# алгоритм ооп unity git gitflow rest api json ios android ответственность c# unity ооп 3d
1200,88802733,AXELOT,Программист C#,False,,,От 1 года до 3 лет,Полный день,,автоматизация управление 1с mdm с# архитектура тестирование c# многопоточность sql postgresql linux docker
1201,88070004,Передовые,Стажер по роботизации и автоматизации,False,,,Нет опыта,Гибкий график,"['sql', 'python', 'rpa', 'c#', 'vb.net']",логистика web rpa документация автоматизация c# python sql документация rpa uipath
1202,87819357,Свекор,C# / Unity разработчик (мобильные казуальны игры),False,,,От 1 года до 3 лет,Полный день,"['unity', 'c#', 'git', 'ооп']",unity ios android вёрстка архитектура agile руководитель c# ооп unity3d git архитектура
1203,89039610,Ювенко,C# .Net Backend Developer,True,156600.0,,От 1 года до 3 лет,Удаленная работа,"['docker', 'grpc', 'sql', 'kafka', 'clickhouse', 'mvc', 'postgresql']",c mvc алгоритм коммуникация postgresql архитектура agile scrum docker grpc signalr kafka clickhouse автоматизация ci cd graphql
1204,88617949,Центр,.Net разработчик (middle/senior),False,,,От 3 до 6 лет,Удаленная работа,"['kafka', 'postgresql', 'typescript', 'kubernetes', 'kibana', 'docker', 'jenkins']",архитектура postgresql react typescript redux kubernetes kafka kibana docker jenkins c# middle архитектура ооп solid mvc rest reactjs typescript
1205,88630533,GAGAR,C# разработчик,False,,,От 3 до 6 лет,Полный день,,микросервис субд linq c# docker docker compose linux ос git graphql grpc elasticsearch javascript typescript
1206,88864723,PIX,RPA разработчик,False,,,От 3 до 6 лет,Полный день,"['rpa', 'bi', 'sql', 'bpmn', 'vba', 'idef0', 'оаэ', 'бизнес-анализ', 'роботизация']",оаэ enterprise автоматизация rpa bi enterprise rpa rpa rpa моделирование нотация bpmn idef0 epc роботизация rpa документация rpa uipath c# sql нотация моделирование idef0 bpmn оаэ руководитель c оаэ
1207,87847332,TerraLink,Fullstack разработчик,False,,,От 1 года до 3 лет,Удаленная работа,"['c#', 'reactjs', 'oracle']",fullstack reactjs документация c# oracle субд redis solid git web api http rest api reactjs webpack java html less sass css react
1208,88683092,Передовые,Разработчик .Net (full-time/удаленка),True,180000.0,,От 1 года до 3 лет,Удаленная работа,"['c#', 'git', '.net', 'redis', 'link2db']",микросервис алгоритм rest api redis postgres clickhouse docker linux
1209,88830586,Альфа,C# разработчик,False,,,Более 6 лет,Полный день,"['c#', 'postgresql']",страхование c# senior sql postgresql orm rest soap solid webapi javascript reactjs typescript страхование
1210,89036530,РОССКО,Senior Frontend-разработчик React +TS,True,,200000.0,Более 6 лет,Удаленная работа,"['javascript', 'html5', 'css3', 'react', 'git', 'typescript', 'redux']",frontend php микросервис c# frontend ux ui html5 css3 javascript git react redux typescript вёрстка react html5 css3 javascript git react redux typescript вёрстка webpack kanban agile
1211,88051175,Papaya,Backend/Blockchain developer (удаленно),False,,,От 3 до 6 лет,Полный день,"['rest', 'grpc', 'node.js', 'nest.js', 'web3', 'c#']",http https rest grpc solidity архитектура js js web3 с# микросервис js ethereum
1212,88238296,СБЕР,С# разработчик,False,,,От 1 года до 3 лет,Полный день,,c# управление управление c# rest api kafka тестирование документация ооп solid c# c# sql git документация openshift postgresql jira confluence react javascript typescript agile многопоточность алгоритм
1213,89001411,Почта,Ведущий разработчик,False,,,От 1 года до 3 лет,Полный день,"['javascript', 'python', 'c#']",rpa тестирование документация rpa c# python js rpa
1214,88549621,Центр,C#/.Net Developer,False,,,От 3 до 6 лет,Полный день,,c# архитектура sql javascript postgresql react typescript redux iis kubernetes kafka kibana docker jenkins c# middle ооп solid mvc rest архитектура reactjs typescript
1215,87595051,Модум,"Backend-разработчик (C#, .NET)",False,,,От 1 года до 3 лет,Полный день,,автоматизация backend c# backend api логистика архитектура c# web api sql postgresql git redmine jira субд
1216,88735449,Бренд,.NET разработчик,True,150000.0,200000.0,От 1 года до 3 лет,Полный день,"['sql', 'c#', 'asp.net', 'mysql', 'linq', 'html', 'javascript']",электроника b2b saas архитектура тестирование планирование c# ооп mvc mvc web api linq управление sql mysql postgresql тестирование тестирование тестирование тестирование html css javascript angular react vue git ci cd sql
1217,87302095,RT,ASP.NET разработчик,True,130500.0,,От 1 года до 3 лет,Полный день,,web erp c# mvc web api html css js jquery vuejs typescript sass субд
1218,88353535,Диджитал,C# разработчик,True,100000.0,,От 1 года до 3 лет,Полный день,,c# c# mvc blazor mysql clickhouse sqlite redis nginx git grafana kafka rabbitmq ооп html css javascript sql linux docker статистика vue js
1219,88030618,СБЕР,Разработчик C#,False,,,От 3 до 6 лет,Полный день,,agile автоматизация scrum архитектура тестирование документация с# docker openshift helm postgresql kafka javascript typescript react jira confluence bitbucket kibana c# ооп solid субд api swagger rest unix agile devops документация архитектура openshift kubernetes ui react grpc
1220,88905547,Бриф,Программист С#,True,220000.0,270000.0,От 3 до 6 лет,Удаленная работа,"['c#', 'postgresql', 'rabbitmq', 'kafka', 'docker', 'git']",с# архитектура api документация openapi управление ftp xml ddd swagger keycloak руководитель
1221,88878556,Цифровая,Teamlead backend,True,200000.0,400000.0,От 3 до 6 лет,Удаленная работа,"['docker', 'c#']",backend моделирование c# управление архитектура планирование c# управление
1222,88551112,OperationROI,Senior Full-stack .NET Developer,True,172059.0,206471.0,От 3 до 6 лет,Удаленная работа,"['sql', 'c#', 'git', 'html5', 'ajax', 'bootstrap', 'html', 'css', 'javascript', 'jquery', 'nopcommerce', 'e-commerce', 'transact-sql', 'iis', 'full-stack', 'azure', 'ado.net', 'linq']",управление планирование тестирование mvc sql c# jquery javascript rest api sql sql agile scrum azure devops git nopcommerce
1223,88877053,Star,Разработчик C#,True,200000.0,,От 3 до 6 лет,Полный день,,с# avalonia ui c# wpf avalonia ui архитектура solid mvvm git
1224,89011934,Ozon,"Разработчик С#, Логистика, Системы управления сетью ПВЗ",False,,,От 1 года до 3 лет,Полный день,"['it', 'postgresql', 'docker', 'kubernetes']",c# управление frontend vue js react c# rest grpc postgresql mssql microservices kafka python graylog grafana kubernetes gitlab jira confluence алгоритм postgresql mssql архитектура
1225,88447888,Феникс,Senior C# Developer (remote),True,217500.0,304500.0,От 3 до 6 лет,Полный день,"['c#', 'unit-тесты', 'postgresql', 'kubernetes', 'elk']",http c# алгоритм nosql api postgresql kubernetes elk
1226,88355133,АО,Старший аналитик,False,,,От 1 года до 3 лет,Полный день,,crm mssql postgresql mysql mq rest api отчётность c# архитектура архитектура sql api xml json документация документация тестирование api postman
1227,88060047,LOGISTIX,Разработчик.Net (дистанционный формат),False,,,От 1 года до 3 лет,Удаленная работа,"['c#', 'jenkins']",логистика wms wms логистика управление управление wms закупка логистика моделирование rest api c# c# git web обучаемость sql jenkins k8s роботизация
1228,88582140,ТОП,.Net разработчик,False,,,От 3 до 6 лет,Полный день,"['git', 'docker', 'asp.net', 'linux', 'jquery']",c# rest sql orm nosql микросервис redis postgresql kafka openshift kubernetes docker cd grpc nosql kubernetes highload многопоточность тз
1229,88272572,Би,C# .Net Developer,True,,256650.0,От 1 года до 3 лет,Полный день,"['wcf', 'c#', 'sql']",bi iot linux wcf webapi iis soap wsdl rest spring ооп документация sql oracle postgresql scrum
1230,78628978,1С,UI Unity Programmer,False,,,Нет опыта,Полный день,,mvc ai ui unity с# unity
1231,88982229,Цифровые,Разработчик .NET / C#,False,,,От 3 до 6 лет,Удаленная работа,"['c#', 'asp.net', 'sql']",руководитель тестирование документация c# mvc pipeline тестирование postgres sql sql rider git
1232,89053474,ВТБ,Frontend-разработчик,False,,,От 3 до 6 лет,Полный день,"['javascript', 'typescript', 'html', 'css', 'c#', '.netcore', 'gitlab', 'linux']",frontend frontend react angular javascript typescript html css angular sql postgre sql git gitlab ci cd linux docker docker compose web api http rest архитектура мотивация
1233,88830478,НПЦ,"Ведущий инженер-программист (frontend-разработчик, удалённо)",False,,,От 1 года до 3 лет,Полный день,,frontend enterprise архитектура web angular typescript вёрстка html css вёрстка backend c# документация радиоэлектроника
1234,88115850,Управляющая,C# разработчик (команда ДУ ЮЛ),False,,,От 3 до 6 лет,Полный день,"['c#', '.net', 'backend', 'postgresql']",управление c# agile автоматизация c# архитектура devops ооп c# solid архитектура api mvc sql postgresql sql orm docker rabbitmq архитектура kubernetes elk linux ci cd страхование spa
1235,86720891,Технокад,Программист-разработчик,False,,,От 3 до 6 лет,Полный день,"['wpf', 'c#', 'postgresql', 'javascript']",автоматизация wpf с# web wcf rest json javascript nodejs sql postgresql
